Marque,Segment,Trage,SEGMENT_MODOP,reporting+70,PVFP,PM actu,collecte,rachatsNBtotactu,DCNBtotactu,prestations,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
MAAF,UC,70-75ans,GP,1,113883.355,16344441.0,1209267.02,602950.382,702640.01,1305590.392,,,,,
MAAF,UC,70-75ans,PC,1,1678221.43,219605468.0,13845054.1,5399855.77,9952177.93,15352033.7,,,,,
MAAF,UC,70-75ans,PP,1,62702.0006,9475932.16,842940.609,540984.025,372119.269,913103.294,,,,,
MAAF,UC,75-80ans,Ex PC,1,878.857586,130364.822,9999.99943,2211.59913,9017.20917,11228.8083,,,,,
MAAF,UC,75-80ans,GP,1,18337.5255,2952871.37,295253.795,158037.854,160599.708,318637.56200000003,,,,,
MAAF,UC,75-80ans,PC,1,371779.348,51579813.1,3838188.83,1259488.37,3037252.31,4296740.68,,,,,
MAAF,UC,75-80ans,PP,1,11560.5592,1854634.43,191154.043,108835.285,98701.3066,207536.59159999999,,,,,
MAAF,Prevoyance,0-30ans,NC,0,270250.889,0.0,3764162.02,0.0,1030251.1,1030251.1,,,,,
MAAF,Prevoyance,30-40ans,NC,0,392757.384,0.0,5462517.02,0.0,1495090.84,1495090.84,,,,,
MAAF,Prevoyance,40-50ans,NC,0,477589.181,0.0,6622334.03,0.0,1812532.9,1812532.9,,,,,
MAAF,Prevoyance,50-60ans,NC,0,460335.881,0.0,6342580.03,0.0,1735964.22,1735964.22,,,,,
MAAF,Prevoyance,60-70ans,NC,0,1537103.94,0.0,22970475.1,0.0,4314370.74,4314370.74,,,,,
MAAF,Prevoyance,70-75ans,NC,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
GMF,EURO,+80ans,GP,1,170296.798,251000000.0,27512313.8,5423500.0,25106059.0,30529559.0,,,,,
GMF,EURO,+80ans,PC,1,603593.62,809000000.0,86926105.8,10415188.0,86722567.0,97137755.0,,,,,
GMF,EURO,+80ans,PP,1,16236.3442,19612512.6,1954246.99,491233.5,1695678.0,2186911.5,,,,,
GMF,EURO,0-30ans,GP,0,677621.833,498000000.0,28511184.6,27758755.0,572373.9,28331128.9,,,,,
GMF,EURO,0-30ans,PC,0,362551.382,211000000.0,9146370.28,7985799.0,339336.4,8325135.4,,,,,
GMF,EURO,0-30ans,PP,0,17655.2202,13543256.4,895334.585,934749.2,11721.99,946471.19,,,,,
GMF,EURO,30-40ans,GP,0,616157.503,425000000.0,23526626.6,20844035.0,1448175.0,22292210.0,,,,,
GMF,EURO,30-40ans,PC,0,601513.469,346000000.0,14703509.0,11690518.0,1376651.0,13067169.0,,,,,
GMF,EURO,30-40ans,PP,0,53583.103,38391605.7,2421798.52,2301030.0,123368.7,2424398.7,,,,,
GMF,EURO,40-50ans,GP,0,712166.329,473000000.0,24053090.9,18746792.0,3966314.0,22713106.0,,,,,
GMF,EURO,40-50ans,PC,0,1004081.24,574000000.0,22819864.5,15297029.0,5273848.0,20570877.0,,,,,
GMF,EURO,40-50ans,PP,0,142893.742,97845515.3,5694679.71,4810120.0,806747.2,5616867.2,,,,,
GMF,EURO,50-60ans,GP,0,1196139.51,853000000.0,46238678.7,27411150.0,16640219.0,44051369.0,,,,,
GMF,EURO,50-60ans,PC,0,2750744.3,1700000000.0,70651468.1,36788037.0,35832962.0,72620999.0,,,,,
GMF,EURO,50-60ans,PP,0,412519.289,288000000.0,15234541.9,10277054.0,5582375.0,15859429.0,,,,,
GMF,EURO,60-70ans,GP,0,1522874.9,1210000000.0,76877698.3,33891844.0,43824689.0,77716533.0,,,,,
GMF,EURO,60-70ans,PC,0,4663866.09,3360000000.0,163000000.0,62580121.0,121000000.0,183580121.0,,,,,
GMF,EURO,60-70ans,PP,0,896331.422,720000000.0,42091132.6,23392361.0,23616194.0,47008555.0,,,,,
GMF,EURO,70-75ans,GP,1,488725.506,427000000.0,32048667.0,10744400.0,22522982.0,33267382.0,,,,,
GMF,EURO,70-75ans,PC,1,1428177.85,1210000000.0,69969293.8,19812971.0,61180834.0,80993805.0,,,,,
GMF,EURO,70-75ans,PP,1,245663.883,229000000.0,15279632.9,6672712.0,10727836.0,17400548.0,,,,,
GMF,EURO,75-80ans,GP,1,205890.919,226000000.0,17802520.8,5350721.0,14634456.0,19985177.0,,,,,
GMF,EURO,75-80ans,PC,1,546882.132,524000000.0,36509527.7,7375901.0,34662611.0,42038512.0,,,,,
GMF,EURO,75-80ans,PP,1,29984.7299,31665010.0,2494437.7,861855.6,1972400.0,2834255.6,,,,,
GMF,UC,+80ans,GP,1,3024.07391,1409358.71,130257.464,32261.99,111141.2,143403.19,,,,,
GMF,UC,+80ans,PC,1,65974.816,14124114.6,1265411.49,204671.8,1195691.0,1400362.8,,,,,
GMF,UC,+80ans,PP,1,3249.66073,842359.102,72653.4915,16593.29,63594.3,80187.59,,,,,
GMF,UC,0-30ans,GP,0,263373.189,45692329.3,2422720.95,2142994.0,45781.95,2188775.95,,,,,
GMF,UC,0-30ans,PC,0,150922.416,17369129.3,777506.512,582245.2,24581.55,606826.75,,,,,
GMF,UC,0-30ans,PP,0,23232.7834,3238678.3,187670.706,188111.2,1678.841,189790.041,,,,,
GMF,UC,30-40ans,GP,0,261844.5,43728462.6,2216983.04,1609031.0,149308.5,1758339.5,,,,,
GMF,UC,30-40ans,PC,0,426423.044,49251353.9,2015612.57,1218630.0,185128.3,1403758.3,,,,,
GMF,UC,30-40ans,PP,0,47637.9907,7167357.45,388113.061,306476.5,23624.8,330101.3,,,,,
GMF,UC,40-50ans,GP,0,342355.311,54812909.6,2625624.41,1677624.0,421221.0,2098845.0,,,,,
GMF,UC,40-50ans,PC,0,839739.18,99162746.7,3874818.29,1933214.0,817799.9,2751013.9,,,,,
GMF,UC,40-50ans,PP,0,109198.042,16431173.0,808772.741,553032.3,131716.4,684748.7000000001,,,,,
GMF,UC,50-60ans,GP,0,451334.316,74759482.5,3579862.31,1906108.0,1308702.0,3214810.0,,,,,
GMF,UC,50-60ans,PC,0,2182552.95,274000000.0,11240069.2,4370754.0,5172377.0,9543131.0,,,,,
GMF,UC,50-60ans,PP,0,277381.755,43586230.6,2168105.99,1243924.0,737120.3,1981044.3,,,,,
GMF,UC,60-70ans,GP,0,632415.505,114000000.0,6241460.39,2889156.0,3465706.0,6354862.0,,,,,
GMF,UC,60-70ans,PC,0,4549804.49,630000000.0,30481351.9,9509176.0,21201203.0,30710379.0,,,,,
GMF,UC,60-70ans,PP,0,627529.869,106000000.0,5997488.68,3040949.0,3146306.0,6187255.0,,,,,
GMF,UC,70-75ans,GP,1,145535.629,28491995.5,1879072.71,742073.2,1290841.0,2032914.2,,,,,
GMF,UC,70-75ans,PC,1,1293861.59,196000000.0,11317869.8,2992777.0,9175012.0,12167789.0,,,,,
GMF,UC,70-75ans,PP,1,148196.024,27645678.6,1813867.69,765805.3,1191743.0,1957548.3,,,,,
GMF,UC,75-80ans,GP,1,43745.1621,11549387.1,892277.891,303846.1,677604.6,981450.7,,,,,
GMF,UC,75-80ans,PC,1,359466.572,61882469.6,4274235.8,787903.2,3927236.0,4715139.2,,,,,
GMF,UC,75-80ans,PP,1,11440.1589,2484296.02,198875.381,73835.56,145114.7,218950.26,,,,,
GMF,Prevoyance,0-30ans,NC,0,332222.251,0.0,4943961.87,0.0,1057098.0,1057098.0,,,,,
GMF,Prevoyance,30-40ans,NC,0,483025.389,0.0,8452204.04,0.0,2063769.0,2063769.0,,,,,
GMF,Prevoyance,40-50ans,NC,0,505744.563,0.0,8255504.56,0.0,1908008.0,1908008.0,,,,,
GMF,Prevoyance,50-60ans,NC,0,352768.492,0.0,5680055.74,0.0,1266661.0,1266661.0,,,,,
GMF,Prevoyance,60-70ans,NC,0,97800.2326,0.0,1250115.83,0.0,190391.1,190391.1,,,,,
GMF,Prevoyance,70-75ans,NC,1,13174.84,0.0,164606.346,0.0,20804.94,20804.94,,,,,
GMF,Prevoyance,75-80ans,NC,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
MMA,EURO,+80ans,GP,1,93676.35078,94509873.11,14046124.525,3923905.8435,10535873.827,14459779.670500001,,,,,
MMA,EURO,+80ans,PC,1,471216.61220000003,599894959.0,88612346.007,22331221.292999998,70973112.56,93304333.853,,,,,
MMA,EURO,+80ans,PP,1,5028.05648,5389189.88,978780.549,455222.782,570254.857,1025477.639,,,,,
MMA,EURO,0-30ans,GP,0,150517.24247429,121810736.23743477,7779633.8909330005,7687714.950783339,91943.25845653,7779658.209239869,,,,,
MMA,EURO,0-30ans,PC,0,2074808.1878,1286846911.0,70971574.84,72557133.87,522304.4495,73079438.3195,,,,,
MMA,EURO,0-30ans,PP,0,3206.97954,3135930.33,364831.498,386610.579,1459.01012,388069.58912,,,,,
MMA,EURO,30-40ans,GP,0,189465.28169839,131497640.38844952,7453013.280331,6393879.4672588,384928.05590935,6778807.52316815,,,,,
MMA,EURO,30-40ans,PC,0,627504.4375,387921537.0,25614701.91,23702904.59,1017216.207,24720120.797,,,,,
MMA,EURO,30-40ans,PP,0,18970.9037,10690678.9,602329.096,477193.938,31800.6927,508994.63070000004,,,,,
MMA,EURO,40-50ans,GP,0,433545.28454679996,272040943.2044,14042927.7145,10748530.300733,2135234.056031,12883764.356764,,,,,
MMA,EURO,40-50ans,PC,0,1464521.5529999998,855900370.0,49172447.82,42012291.84,6351829.45,48364121.28999999,,,,,
MMA,EURO,40-50ans,PP,0,39826.5304,22635538.8,1198827.99,955945.827,194851.319,1150797.146,,,,,
MMA,EURO,50-60ans,GP,0,713184.197832,481476101.019,27830801.849999998,19663019.1836,8803933.40039,28466952.58399,,,,,
MMA,EURO,50-60ans,PC,0,3454091.4157300005,2109466604.06,117616403.304,89018634.2712,37342057.6381,126360691.9093,,,,,
MMA,EURO,50-60ans,PP,0,60654.7599,38817895.8,2749149.98,2370046.31,598072.691,2968119.001,,,,,
MMA,EURO,60-70ans,GP,0,765248.5666499999,589957054.66,41389769.37,27156780.768,18294874.077999998,45451654.846,,,,,
MMA,EURO,60-70ans,PC,0,4333559.65433,2998361337.818,194709922.5816,128982662.1238,91315077.776,220297739.8998,,,,,
MMA,EURO,60-70ans,PP,0,37459.9123,26500695.1,2246067.99,1825912.49,678883.669,2504796.159,,,,,
MMA,EURO,70-75ans,GP,1,171228.896992,141433102.99600002,12631539.1164,6227187.26136,6644448.9473,12871636.20866,,,,,
MMA,EURO,70-75ans,PC,1,969801.8316800001,749945891.77,58086060.51099999,29697277.786,34321978.841,64019256.627000004,,,,,
MMA,EURO,70-75ans,PP,1,4739.47105,3776880.75,432550.514,342717.344,124044.051,466761.395,,,,,
MMA,EURO,75-80ans,GP,1,79944.77906999999,63229200.464,6777765.1001,2763178.085,4044971.7563,6808149.841300001,,,,,
MMA,EURO,75-80ans,PC,1,354114.0610714,297444507.4,27578718.636200003,12020884.2311,18047239.8666,30068124.0977,,,,,
MMA,EURO,75-80ans,PP,1,3065.02064,2596663.38,336333.927,231003.097,130639.893,361642.99,,,,,
MMA,UC,+80ans,GP,1,9364.9250492,3980813.95,539837.48993,118382.4814858,454853.130566,573235.6120518,,,,,
MMA,UC,+80ans,PC,1,56551.19374,65898310.91,8777660.91,1867623.1689999998,7155376.243,9022999.412,,,,,
MMA,UC,+80ans,PP,1,466.438582,242765.202,31519.4824,12327.6576,22233.6113,34561.2689,,,,,
MMA,UC,0-30ans,GP,0,59477.205473,37667278.1,1929734.9591,1605955.37898,31239.7593657,1637195.1383457002,,,,,
MMA,UC,0-30ans,PC,0,1711920.266,489951121.2,25664348.36,23787989.57,267248.8829,24055238.4529,,,,,
MMA,UC,0-30ans,PP,0,4970.52123,2306257.99,206636.605,209267.505,1340.27418,210607.77918,,,,,
MMA,UC,30-40ans,GP,0,160220.0043468,60757400.0,2863624.21905,1904417.58678,172429.244911,2076846.831691,,,,,
MMA,UC,30-40ans,PC,0,1578647.7489999998,332129694.0,18400428.27,14482771.059999999,826519.656,15309290.715999998,,,,,
MMA,UC,30-40ans,PP,0,14568.7108,4430673.14,262083.506,206406.981,13605.9436,220012.9246,,,,,
MMA,UC,40-50ans,GP,0,273308.787582,82054803.2,3752254.8603,2313075.14824,558963.60831,2872038.75655,,,,,
MMA,UC,40-50ans,PC,0,3429673.4919999996,719211699.0,38704686.55,28419434.47,4658242.79,33077677.259999998,,,,,
MMA,UC,40-50ans,PP,0,70376.332,19301820.1,1056467.03,775624.353,125049.437,900673.79,,,,,
MMA,UC,50-60ans,GP,0,414459.488459,108489595.213,5370329.2806,3122268.0801,1801642.02682,4923910.10692,,,,,
MMA,UC,50-60ans,PC,0,6781736.569999999,1412308709.0,77108877.19999999,51135080.84,21574251.270000003,72709332.11,,,,,
MMA,UC,50-60ans,PP,0,63011.679,17478801.3,976759.324,696799.621,232874.775,929674.3960000001,,,,,
MMA,UC,60-70ans,GP,0,365566.3679365,88240362.413,5186806.577249999,2807094.163747,2654492.0298,5461586.193546999,,,,,
MMA,UC,60-70ans,PC,0,7436594.129785601,1575355238.8417,95496704.815252,52110316.1645813,46629920.522358,98740236.6869393,,,,,
MMA,UC,60-70ans,PP,0,30481.553,8041536.67,571878.614,416578.286,194998.215,611576.501,,,,,
MMA,UC,70-75ans,GP,1,74298.114874,20544300.4,1469033.2938,613455.35265,971439.7892100001,1584895.14186,,,,,
MMA,UC,70-75ans,PC,1,1680619.079,404559548.0,29262637.34,11158740.29,18889966.259999998,30048706.55,,,,,
MMA,UC,70-75ans,PP,1,4263.95826,1176418.26,108173.847,73261.6353,45745.1697,119006.805,,,,,
MMA,UC,75-80ans,GP,1,20426.922178,6304151.63,536508.4619,183951.81176,399778.0922,583729.90396,,,,,
MMA,UC,75-80ans,PC,1,617617.835,171659821.7,15028523.540000001,5000421.899,10438887.84,15439309.739,,,,,
MMA,UC,75-80ans,PP,1,2961.56555,899449.813,87883.4759,49771.9824,47639.5125,97411.49489999999,,,,,
MMA,Prevoyance,+80ans,GP,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
MMA,Prevoyance,0-30ans,GP,0,59892.578564,0.0,1485990.6268000002,0.0,494834.91641,494834.91641,,,,,
MMA,Prevoyance,30-40ans,GP,0,168805.6173,0.0,4701916.619,0.0,1565738.3047,1565738.3047,,,,,
MMA,Prevoyance,40-50ans,GP,0,261693.17660000004,0.0,5727377.428,0.0,1907216.757,1907216.757,,,,,
MMA,Prevoyance,50-60ans,GP,0,162021.87442,0.0,3357385.4659999995,0.0,1118009.1909999999,1118009.1909999999,,,,,
MMA,Prevoyance,60-70ans,GP,0,75273.07668,0.0,1275792.2730999999,0.0,424838.81330000004,424838.81330000004,,,,,
MMA,Prevoyance,70-75ans,GP,1,2328.22459,0.0,42146.1715,0.0,14034.6753,14034.6753,,,,,
MMA,Prevoyance,75-80ans,GP,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
DAV,EURO,+80ans,GP,1,292644.47797999997,385009873.11,46301605.885000005,10963632.3835,39185485.347,50149117.7305,,,,,
DAV,EURO,+80ans,PC,1,1371428.7472,1763894959.0,213738914.80699998,40959416.833,191423209.86,232382626.693,,,,,
DAV,EURO,+80ans,PP,1,22944.71439,27074533.51,3173731.8,1035993.0005,2440536.255,3476529.2555,,,,,
DAV,EURO,0-30ans,GP,0,1037373.48047429,880810736.2374347,51937007.490933,49054815.550783336,877774.1094565301,49932589.66023987,,,,,
DAV,EURO,0-30ans,PC,0,2670119.7158000004,1650846911.0,86881272.12,86493742.95,995450.6345,87489193.5845,,,,,
DAV,EURO,0-30ans,PP,0,46746.17504,48450771.33,3430703.083,3391743.0489999996,41158.11292,3432901.16192,,,,,
DAV,EURO,30-40ans,GP,0,1054429.05069839,777497640.3884495,45337363.880331,39192613.7672588,2639325.06890935,41831938.836168155,,,,,
DAV,EURO,30-40ans,PC,0,1467819.4685,885921537.0,47728314.91,41853659.07,2843651.693,44697310.763,,,,,
DAV,EURO,30-40ans,PP,0,139835.6458,97124174.30000001,5775495.616,4913228.288000001,347992.4507,5261220.738700001,,,,,
DAV,EURO,40-50ans,GP,0,1575179.2905468,1088040943.2044,59793844.6145,46630046.200733,8933034.126031,55563080.326764,,,,,
DAV,EURO,40-50ans,PC,0,3030699.926,1780900370.0,88244136.32,69961646.74000001,14268481.58,84230128.32,,,,,
DAV,EURO,40-50ans,PP,0,358877.0074,242481054.10000002,14074653.7,11059526.877,2154604.279,13214131.156,,,,,
DAV,EURO,50-60ans,GP,0,2500401.654832,1818476101.019,104429746.55,68495954.4836,34010819.79039,102506774.27399,,,,,
DAV,EURO,50-60ans,PC,0,7706909.26573,4807466604.059999,234425474.404,155948507.7712,90285587.3381,246234095.10930002,,,,,
DAV,EURO,50-60ans,PP,0,718433.3639,513817895.8,29163356.880000003,20352210.45,9644934.741,29997145.191,,,,,
DAV,EURO,60-70ans,GP,0,2635820.14365,2143957054.6599998,141783979.67,76450275.568,72072611.84799999,148522887.416,,,,,
DAV,EURO,60-70ans,PC,0,10822310.39433,7788361337.818,433996801.5816,233543906.62379998,255848596.07599998,489392502.6998,,,,,
DAV,EURO,60-70ans,PP,0,1061820.4913,870500695.1,52892914.59,30969033.95,27901440.919,58870474.869,,,,,
DAV,EURO,70-75ans,GP,1,763618.326992,687999536.996,53602673.3464,21617843.18136,34393618.4273,56011461.60866,,,,,
DAV,EURO,70-75ans,PC,1,2971190.18468,2491945891.77,161311724.71099997,64183439.085999995,118929834.84099999,183113273.927,,,,,
DAV,EURO,70-75ans,PP,1,290746.87485,280083845.85,19392797.544,9125028.394,12845014.781,21970043.175,,,,,
DAV,EURO,75-80ans,GP,1,315437.68317,327744518.964,28080897.100100003,9699113.445,20946760.4963,30645873.9413,,,,,
DAV,EURO,75-80ans,PC,1,1100631.3300714,1024467003.4,79305915.93620001,24821600.151100002,64576206.566599995,89397806.7177,,,,,
DAV,EURO,75-80ans,PP,1,41927.1695,44970836.78,3801256.234,1570108.6639999999,2705494.94,4275603.604,,,,,
DAV,UC,+80ans,GP,1,17572.3881292,6315266.39,786750.1239300001,200550.9312858,641020.447266,841571.3785518,,,,,
DAV,UC,+80ans,PC,1,188330.53994,90226992.50999999,11018890.353,2335582.9149999996,9173070.32,11508653.235000001,,,,,
DAV,UC,+80ans,PP,1,3846.56344,1109045.1097,107323.31278000001,30409.47922,87729.38889,118138.86811,,,,,
DAV,UC,0-30ans,GP,0,401705.24277300003,110820149.3,6428269.8891,5538471.35898,111225.4147657,5649696.773745701,,,,,
DAV,UC,0-30ans,PC,0,2264667.307,554620250.5,28495102.851999998,25985774.46,344345.8668,26330120.3268,,,,,
DAV,UC,0-30ans,PP,0,63074.44483,11840284.45,913303.506,892371.6680000001,9050.32271,901421.99071,,,,,
DAV,UC,30-40ans,GP,0,603451.5253468,141514986.9,7749588.23905,5614645.37678,452130.940911,6066776.317691,,,,,
DAV,UC,30-40ans,PC,0,2538093.9629999995,443381047.9,23405589.81,18117869.32,1186945.001,19304814.321,,,,,
DAV,UC,30-40ans,PP,0,138626.0164,22927572.79,1509422.559,1229537.17,77123.0649,1306660.2349,,,,,
DAV,UC,40-50ans,GP,0,932226.122582,190345616.29999998,9983729.2403,6606582.788240001,1411533.6943100002,8018116.482550001,,,,,
DAV,UC,40-50ans,PC,0,5734859.891999999,989374445.7,50361361.769999996,35606197.12,6815616.220000001,42421813.339999996,,,,,
DAV,UC,40-50ans,PP,0,393768.079,65861758.900000006,4002126.7509999997,2978455.0530000003,494021.83700000006,3472476.89,,,,,
DAV,UC,50-60ans,GP,0,1368680.1614589998,260943996.613,13830774.550600002,8093048.2501,4447175.60682,12540223.85692,,,,,
DAV,UC,50-60ans,PC,0,13198103.16,2189795545.0,110792369.19999999,68058239.64,34942440.77,103000680.41,,,,,
DAV,UC,50-60ans,PP,0,682683.645,109321273.5,6391857.284,4273915.431,1735877.78,6009793.211,,,,,
DAV,UC,60-70ans,GP,0,1316064.2019365001,249196965.813,14701891.93725,7651623.953747001,7488520.5598,15140144.513547,,,,,
DAV,UC,60-70ans,PC,0,17967995.7697856,2946013518.8417,163951169.415252,79229181.4645813,90279540.522358,169508721.9869393,,,,,
DAV,UC,60-70ans,PP,0,936206.716,154115283.07,9616089.264,5621444.546,4394127.585,10015572.131000001,,,,,
DAV,UC,70-75ans,GP,1,333717.098874,65380736.9,4557373.023800001,1958478.93465,2964920.79921,4923399.73386,,,,,
DAV,UC,70-75ans,PC,1,4652702.098999999,820165016.0,54425561.239999995,19551373.06,38017156.19,57568529.25,,,,,
DAV,UC,70-75ans,PP,1,215161.98286,38298029.02,2764982.1459999997,1380050.9603,1609607.4386999998,2989658.399,,,,,
DAV,UC,75-80ans,GP,1,82509.609778,20806410.1,1724040.1478999997,645835.76576,1237982.4002,1883818.16596,,,,,
DAV,UC,75-80ans,PC,1,1348863.755,285122104.4,23140948.17,7047813.4690000005,17403376.15,24451189.619,,,,,
DAV,UC,75-80ans,PP,1,25962.283649999998,5238380.263,477912.8999,232442.8274,291455.51910000003,523898.3465,,,,,
DAV,Prevoyance,+80ans,GP,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
DAV,Prevoyance,0-30ans,GP,0,59892.578564,0.0,1485990.6268000002,0.0,494834.91641,494834.91641,,,,,
DAV,Prevoyance,30-40ans,GP,0,168805.6173,0.0,4701916.619,0.0,1565738.3047,1565738.3047,,,,,
DAV,Prevoyance,40-50ans,GP,0,261693.17660000004,0.0,5727377.428,0.0,1907216.757,1907216.757,,,,,
DAV,Prevoyance,50-60ans,GP,0,162021.87442,0.0,3357385.4659999995,0.0,1118009.1909999999,1118009.1909999999,,,,,
DAV,Prevoyance,60-70ans,GP,0,75273.07668,0.0,1275792.2730999999,0.0,424838.81330000004,424838.81330000004,,,,,
DAV,Prevoyance,70-75ans,GP,1,2328.22459,0.0,42146.1715,0.0,14034.6753,14034.6753,,,,,
DAV,Prevoyance,75-80ans,GP,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
DAV,EURO,+80ans,Ex PC,1,6511.94592,8199848.47,1185217.1,548127.003,725344.902,1273471.905,,,,,
DAV,EURO,0-30ans,Ex PC,0,3620.52653,3052897.36,322584.1,310907.79,3666.34364,314574.13363999996,,,,,
DAV,EURO,30-40ans,Ex PC,0,7696.91523,5626480.18,642895.7,627690.944,15249.5191,642940.4631,,,,,
DAV,EURO,40-50ans,Ex PC,0,5936.38927,4761579.73,452465.9,418258.468,29801.349,448059.817,,,,,
DAV,EURO,50-60ans,Ex PC,0,14270.6711,10193569.5,955777.5,830239.742,131898.236,962137.978,,,,,
DAV,EURO,60-70ans,Ex PC,0,7540.60771,7484299.08,702119.8,554140.322,197199.125,751339.447,,,,,
DAV,EURO,60-70ans,NC,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
DAV,EURO,70-75ans,Ex PC,1,1594.9904,1682316.04,188838.022,137224.091,66732.3327,203956.42369999998,,,,,
DAV,EURO,75-80ans,Ex PC,1,5711.89799,6499926.07,619344.875,314915.984,361281.778,676197.762,,,,,
DAV,UC,+80ans,Ex PC,1,451.220875,99979.4376,16932.1563,8345.90431,9389.23434,17735.13865,,,,,
DAV,UC,0-30ans,Ex PC,0,8779.75021,1240073.0,87854.6792,66360.9802,2174.45041,68535.43061000001,,,,,
DAV,UC,30-40ans,Ex PC,0,2764.78045,429106.455,55185.2795,51380.8061,1201.09158,52581.89768,,,,,
DAV,UC,40-50ans,Ex PC,0,5466.76073,764991.769,76145.1193,59911.1908,7047.76626,66958.95706,,,,,
DAV,UC,50-60ans,Ex PC,0,6997.8985,925627.083,66629.7794,46077.1023,15357.5818,61434.6841,,,,,
DAV,UC,60-70ans,Ex PC,0,27725.5844,3663498.86,246909.598,152091.319,99722.0514,251813.37039999999,,,,,
DAV,UC,70-75ans,Ex PC,1,795.23145,118376.452,9933.65394,4265.66424,6278.27643,10543.94067,,,,,
DAV,UC,75-80ans,Ex PC,1,878.857586,130364.822,9999.99943,2211.59913,9017.20917,11228.8083,,,,,
DAV,Prevoyance,0-30ans,NC,0,602473.14,0.0,8708123.89,0.0,2087349.1,2087349.1,,,,,
DAV,Prevoyance,30-40ans,NC,0,875782.773,0.0,13914721.059999999,0.0,3558859.84,3558859.84,,,,,
DAV,Prevoyance,40-50ans,NC,0,983333.744,0.0,14877838.59,0.0,3720540.9,3720540.9,,,,,
DAV,Prevoyance,50-60ans,NC,0,813104.373,0.0,12022635.77,0.0,3002625.2199999997,3002625.2199999997,,,,,
DAV,Prevoyance,60-70ans,NC,0,1634904.1726,0.0,24220590.93,0.0,4504761.84,4504761.84,,,,,
DAV,Prevoyance,70-75ans,NC,1,13174.84,0.0,164606.346,0.0,20804.94,20804.94,,,,,
DAV,Prevoyance,75-80ans,NC,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
